32108.029693925055	-4651.102161989831	271422.2495835228	-6496.698163125122	21440.737349077543	15625.00000050744	0.2784171110816338
2093.9787299414893	-12211.589941112325	94223.76982300723	-30512.47174207455	73646.46481082452	15625.000002151253	0.004568725944638041
77788.8468480003	-111369.01868155412	208649.17384419614	-34967.18448378383	88263.0598694759	15625.000002621513	0.15571821126899899
90502.79505353852	-105676.64032375164	620028.7346717152	-227769.1373337698	153172.79883072618	15625.00000523444	0.0024582484358782416
449716.6352649359	-536567.3239944668	649785.5144217632	-89430.63122465421	112654.17503265938	15625.000000988395	9.783096861914181
7905.6526285494265	-17809.693587186688	68124.46145758909	-12744.52043581579	47606.91387027208	15625.000001817225	0.0825899367465687
896193.4513883963	-1.077411119805177e6	1.5914619088434477e6	-208591.13569976855	495742.9085179726	15625.000002192632	0.04907496693155759
12208.576904582551	-25991.04545510906	61703.56684791915	-16417.32227870188	33644.84684852336	15624.999998076572	0.0949661111493269
2533.278033401504	-3500.178553876628	31584.555525268603	-8770.155561930114	23586.225898083823	15624.999998287472	0.04454838316837586
4.348770564988616e6	-5.252730610954455e6	5.628501627238471e6	-915438.2728020402	281197.29218765255	15624.999999325344	0.1421629844435774
3914.977138650691	-8097.340311168656	51651.331311343165	-29248.265509720804	37694.53825930781	15624.999999490017	0.05126282017221341
13414.599381098385	-27429.654201492427	65356.81854238145	-15074.013724789444	36880.57939306769	15625.000000013906	0.5590522364439614
59138.53916687015	-5767.1194198193625	148176.409668791	-24575.4990801311	35743.97389434644	15624.999997919622	0.23870038626409942
100369.87365133688	-1428.3811221681374	206826.74969476613	-31386.089565428963	47692.85422215378	15624.999994317302	0.9489962715640137
961.3007329332468	-12072.30454267166	40467.507670175924	-14791.434296498788	25159.53550384051	15624.99999923067	0.038558150695074705
8563.290699170175	-2971.4390787819866	51213.84622245771	-16830.296385316295	31675.613617482944	15625.00000967423	0.06693123365483786
10665.094792555732	-32941.33958490653	66363.0842851152	-30990.873805712905	29842.92680083681	15624.999998708354	0.013357558757138049
86621.09621305348	-14297.2373525824	351639.42232285585	-232184.08292087456	236409.48972663961	15624.999999437307	0.06612984507855377
82905.68835281156	-159548.25779143043	199459.08931923556	-77620.7778718158	33631.90444424382	15625.000001055803	0.4706289545224155
51899.376318110255	-72200.73291264179	204809.19191492893	-22659.83934947753	125175.01140471651	15624.999998371059	0.10226094487094385
16540.892208313802	-33832.744359695454	79423.00059395761	-18897.59698151995	42184.53515064553	15624.999996891886	0.11888780440995378
31587.753159291315	-76482.88346945032	115527.24818881956	-46515.204589532164	36519.56327356749	15625.000002291898	0.27888838545077904
1871.0898583934286	-5287.354916293651	42548.175906381046	-19561.770711411755	31608.45588276878	15625.000000166961	0.04711268987606099
